Algorithm,Instance,Run,Time.s,Accuracy
Proposed,Inst44,14,146.6,0.854
Proposed,Inst44,15,46.69,0.848
Proposed,Inst44,16,149.7,0.849
Proposed,Inst44,17,103.3,0.871
Proposed,Inst44,18,111.3,0.823
Proposed,Inst44,19,98.07,0.85
Proposed,Inst44,20,117.7,0.811
Proposed,Inst44,21,165.1,0.872
Proposed,Inst44,22,122.9,0.867
Proposed,Inst44,23,68.69,0.857
Proposed,Inst44,24,76.14,0.845
Proposed,Inst44,25,138,0.836
Proposed,Inst44,26,68.74,0.825
Proposed,Inst44,27,86.82,0.842
Proposed,Inst44,28,52.7,0.816
Proposed,Inst44,29,35.9,0.845
Proposed,Inst44,30,86.74,0.812
Proposed,Inst45,1,113.8,0.864
Proposed,Inst45,2,122.8,0.854
Proposed,Inst45,3,152.2,0.836
Proposed,Inst45,4,85.42,0.867
Proposed,Inst45,5,139.6,0.844
Proposed,Inst45,6,186.4,0.832
Proposed,Inst45,7,132.1,0.858
Proposed,Inst45,8,134.3,0.87
Proposed,Inst45,9,139.8,0.868
Proposed,Inst45,10,160.3,0.859
Proposed,Inst45,11,142.9,0.873
Proposed,Inst45,12,156.3,0.829
Proposed,Inst45,13,166.3,0.838
Proposed,Inst45,14,184.1,0.859
Proposed,Inst45,15,79.75,0.863
Proposed,Inst45,16,100.3,0.845
Proposed,Inst45,17,180.1,0.839
Proposed,Inst45,18,155.1,0.857
Proposed,Inst45,19,138.2,0.843
Proposed,Inst45,20,115.2,0.885
Proposed,Inst45,21,173.6,0.891
Proposed,Inst45,22,168.3,0.875
Proposed,Inst45,23,167.4,0.878
Proposed,Inst45,24,135.4,0.86
Proposed,Inst45,25,134.2,0.858
Proposed,Inst45,26,140.6,0.849
Proposed,Inst45,27,162.8,0.864
Proposed,Inst45,28,173.5,0.869
Proposed,Inst45,29,142,0.841
Proposed,Inst45,30,131.6,0.869
Proposed,Inst46,1,122.5,0.827
Proposed,Inst46,2,109.8,0.826
Proposed,Inst46,3,118.1,0.805
Proposed,Inst46,4,162.6,0.811
Proposed,Inst46,5,199.1,0.824
Proposed,Inst46,6,160.6,0.796
Proposed,Inst46,7,129.7,0.839
Proposed,Inst46,8,147.3,0.82
Proposed,Inst46,9,120.8,0.84
Proposed,Inst46,10,68.65,0.803
Proposed,Inst46,11,131.5,0.853
Proposed,Inst46,12,158.3,0.846
Proposed,Inst46,13,131.7,0.83
Proposed,Inst46,14,123.5,0.849
Proposed,Inst46,15,174.5,0.852
Proposed,Inst46,16,152.5,0.819
Proposed,Inst46,17,118.6,0.835
Proposed,Inst46,18,126.9,0.833
Proposed,Inst46,19,211.4,0.843
Proposed,Inst46,20,146.5,0.813
Proposed,Inst46,21,144.4,0.828
Proposed,Inst46,22,153.1,0.834
Proposed,Inst46,23,137.6,0.887
Proposed,Inst46,24,111.8,0.814
Proposed,Inst46,25,110.6,0.824
Proposed,Inst46,26,122.2,0.845
Proposed,Inst46,27,115.4,0.806
Proposed,Inst46,28,117,0.845
Proposed,Inst46,29,107.5,0.848
Proposed,Inst46,30,137.1,0.812
Proposed,Inst47,1,81.43,0.893
Proposed,Inst47,2,70.88,0.854
Proposed,Inst47,3,71.74,0.864
Proposed,Inst47,4,80.42,0.877
Proposed,Inst47,5,60.44,0.902
Proposed,Inst47,6,105.2,0.874
Proposed,Inst47,7,90.31,0.86
Proposed,Inst47,8,40.54,0.812
Proposed,Inst47,9,64.85,0.868
Proposed,Inst47,10,59.97,0.892
Proposed,Inst47,11,61.17,0.852
Proposed,Inst47,12,99.52,0.846
Proposed,Inst47,13,70.61,0.854
Proposed,Inst47,14,65.5,0.878
Proposed,Inst47,15,81.13,0.85
Proposed,Inst47,16,43.85,0.857
Proposed,Inst47,17,85.87,0.874
Proposed,Inst47,18,85.7,0.865
Proposed,Inst47,19,54.22,0.87
Proposed,Inst47,20,55.65,0.845
Proposed,Inst47,21,84.22,0.817
Proposed,Inst47,22,26.14,0.887
Proposed,Inst47,23,88.62,0.858
Proposed,Inst47,24,63.73,0.866
Proposed,Inst47,25,43.03,0.891
Proposed,Inst47,26,72.98,0.849
Proposed,Inst47,27,79.66,0.868
Proposed,Inst47,28,25.45,0.875
Proposed,Inst47,29,92.27,0.843
Proposed,Inst47,30,19.03,0.834
Proposed,Inst48,1,134.7,0.827
Proposed,Inst48,2,102.2,0.828
Proposed,Inst48,3,69.66,0.784
Proposed,Inst48,4,119.2,0.828
Proposed,Inst48,5,120.4,0.853
Proposed,Inst48,6,74.85,0.85
Proposed,Inst48,7,74.43,0.813
Proposed,Inst48,8,97.46,0.828
Proposed,Inst48,9,97.29,0.857
Proposed,Inst48,10,86.37,0.84
Proposed,Inst48,11,70.1,0.826
Proposed,Inst48,12,51.05,0.81
Proposed,Inst48,13,131.1,0.817
Proposed,Inst48,14,114.1,0.856
Proposed,Inst48,15,112.9,0.812
Proposed,Inst48,16,124.3,0.81
Proposed,Inst48,17,99.15,0.817
Proposed,Inst48,18,99.32,0.862
Proposed,Inst48,19,75.64,0.843
Proposed,Inst48,20,90.76,0.815
Proposed,Inst48,21,101.8,0.792
Proposed,Inst48,22,111,0.861
Proposed,Inst48,23,118,0.841
Proposed,Inst48,24,108.6,0.849
Proposed,Inst48,25,79.27,0.824
Proposed,Inst48,26,67.61,0.844
Proposed,Inst48,27,99.62,0.817
Proposed,Inst48,28,141.4,0.826
Proposed,Inst48,29,54.4,0.844
Proposed,Inst48,30,119.9,0.803
Proposed,Inst49,1,86.62,0.855
Proposed,Inst49,2,94.17,0.857
Proposed,Inst49,3,73.35,0.831
Proposed,Inst49,4,60.63,0.83
Proposed,Inst49,5,73.84,0.828
Proposed,Inst49,6,89.37,0.817
Proposed,Inst49,7,145.9,0.846
Proposed,Inst49,8,54.94,0.855
Proposed,Inst49,9,123.4,0.871
Proposed,Inst49,10,90.48,0.799
Proposed,Inst49,11,117.8,0.833
Proposed,Inst49,12,109.3,0.83
Proposed,Inst49,13,45.98,0.854
Proposed,Inst49,14,60.5,0.854
Proposed,Inst49,15,93.89,0.836
Proposed,Inst49,16,60.82,0.828
Proposed,Inst49,17,100.8,0.824
Proposed,Inst49,18,39.38,0.833
Proposed,Inst49,19,60.28,0.83
Proposed,Inst49,20,116.4,0.814
Proposed,Inst49,21,94.25,0.848
Proposed,Inst49,22,86.31,0.837
Proposed,Inst49,23,112.5,0.865
Proposed,Inst49,24,148.1,0.82
Proposed,Inst49,25,107.8,0.816
Proposed,Inst49,26,143.6,0.818
Proposed,Inst49,27,67.44,0.867
Proposed,Inst49,28,134.1,0.872
Proposed,Inst49,29,100.6,0.86
Proposed,Inst49,30,95.91,0.842
Proposed,Inst50,1,110.4,0.857
Proposed,Inst50,2,82.1,0.832
Proposed,Inst50,3,45.39,0.898
Proposed,Inst50,4,111.9,0.847
Proposed,Inst50,5,148.4,0.857
Proposed,Inst50,6,67.79,0.868
Proposed,Inst50,7,94.17,0.877
Proposed,Inst50,8,78.86,0.839
Proposed,Inst50,9,36.84,0.925
Proposed,Inst50,10,28.47,0.896
Proposed,Inst50,11,81.11,0.874
Proposed,Inst50,12,58.6,0.866
Proposed,Inst50,13,121.4,0.881
Proposed,Inst50,14,104.5,0.873
Proposed,Inst50,15,112.2,0.878
Proposed,Inst50,16,88.64,0.842
Proposed,Inst50,17,56.03,0.864
Proposed,Inst50,18,94.82,0.877
Proposed,Inst50,19,59.76,0.868
Proposed,Inst50,20,113.7,0.851
Proposed,Inst50,21,58.53,0.838
Proposed,Inst50,22,123,0.86
Proposed,Inst50,23,53.33,0.854
Proposed,Inst50,24,79.5,0.881
Proposed,Inst50,25,91.71,0.847
Proposed,Inst50,26,63.86,0.861
Proposed,Inst50,27,34.33,0.856
Proposed,Inst50,28,127.4,0.865
Proposed,Inst50,29,79.93,0.903
Proposed,Inst50,30,91.89,0.892
Proposed,Inst51,1,184.2,0.88
Proposed,Inst51,2,150.6,0.898
Proposed,Inst51,3,144.1,0.857
Proposed,Inst51,4,68.79,0.914
Proposed,Inst51,5,109.9,0.886
Proposed,Inst51,6,100.6,0.877
Proposed,Inst51,7,156.6,0.862
Proposed,Inst51,8,153.2,0.865
Proposed,Inst51,9,80.35,0.88
Proposed,Inst51,10,61.75,0.881
Proposed,Inst51,11,109.2,0.875
Proposed,Inst51,12,131.8,0.934
Proposed,Inst51,13,86.05,0.838
Proposed,Inst51,14,108.3,0.904
Proposed,Inst51,15,118.3,0.928
Proposed,Inst51,16,109.4,0.886
Proposed,Inst51,17,64.29,0.865
Proposed,Inst51,18,109,0.921
Proposed,Inst51,19,133.6,0.935
Proposed,Inst51,20,132.9,0.856
Proposed,Inst51,21,113.7,0.894
Proposed,Inst51,22,127.5,0.889
Proposed,Inst51,23,148.8,0.902
Proposed,Inst51,24,182.4,0.897
Proposed,Inst51,25,99.36,0.859
Proposed,Inst51,26,93.39,0.866
Proposed,Inst51,27,79.39,0.888
Proposed,Inst51,28,159.5,0.885
Proposed,Inst51,29,85.5,0.897
Proposed,Inst51,30,114.2,0.89
Proposed,Inst52,1,105.3,0.875
Proposed,Inst52,2,212.6,0.862
Proposed,Inst52,3,159.2,0.886
Proposed,Inst52,4,159.4,0.887
Proposed,Inst52,5,155.4,0.9
Proposed,Inst52,6,166.6,0.88
Proposed,Inst52,7,157.7,0.9
Proposed,Inst52,8,120.5,0.895
Proposed,Inst52,9,171.1,0.847
Proposed,Inst52,10,180.4,0.864
Proposed,Inst52,11,56.22,0.868
Proposed,Inst52,12,120.8,0.915
Proposed,Inst52,13,152.7,0.872
Proposed,Inst52,14,133.9,0.925
Proposed,Inst52,15,169.3,0.868
Proposed,Inst52,16,116.9,0.847
Proposed,Inst52,17,108.2,0.868
Proposed,Inst52,18,152.9,0.865
Proposed,Inst52,19,107.9,0.89
Proposed,Inst52,20,159.8,0.884
Proposed,Inst52,21,122.2,0.854
Proposed,Inst52,22,134.3,0.919
Proposed,Inst52,23,127.9,0.902
Proposed,Inst52,24,160.5,0.884
Proposed,Inst52,25,162.6,0.885
Proposed,Inst52,26,78.8,0.886
Proposed,Inst52,27,106,0.841
Proposed,Inst52,28,219.6,0.848
Proposed,Inst52,29,163.4,0.871
Proposed,Inst52,30,157.4,0.899
Proposed,Inst53,1,103.8,0.881
Proposed,Inst53,2,132.2,0.892
Proposed,Inst53,3,113.9,0.909
Proposed,Inst53,4,111.3,0.892
Proposed,Inst53,5,113.5,0.871
Proposed,Inst53,6,148,0.918
Proposed,Inst53,7,131.7,0.89
Proposed,Inst53,8,115.3,0.874
Proposed,Inst53,9,112.8,0.917
Proposed,Inst53,10,167.3,0.89
Proposed,Inst53,11,110.1,0.9
Proposed,Inst53,12,151.7,0.859
Proposed,Inst53,13,80.94,0.911
Proposed,Inst53,14,65.15,0.911
Proposed,Inst53,15,116.1,0.913
Proposed,Inst53,16,105.2,0.873
Proposed,Inst53,17,98.93,0.898
Proposed,Inst53,18,90.33,0.896
Proposed,Inst53,19,141,0.921
Proposed,Inst53,20,114.6,0.918
Proposed,Inst53,21,86.08,0.879
Proposed,Inst53,22,118.2,0.89
Proposed,Inst53,23,118.3,0.922
Proposed,Inst53,24,112,0.943
Proposed,Inst53,25,75.4,0.926
Proposed,Inst53,26,125.5,0.86
Proposed,Inst53,27,59.88,0.911
Proposed,Inst53,28,117.2,0.918
Proposed,Inst53,29,96.64,0.906
Proposed,Inst53,30,90.39,0.913
Proposed,Inst54,1,87.74,0.84
Proposed,Inst54,2,47.61,0.848
Proposed,Inst54,3,130.5,0.866
Proposed,Inst54,4,97.64,0.825
Proposed,Inst54,5,57.5,0.853
Proposed,Inst54,6,95.78,0.857
Proposed,Inst54,7,69.95,0.84
Proposed,Inst54,8,146.7,0.899
Proposed,Inst54,9,85.84,0.795
Proposed,Inst54,10,129.4,0.87
Proposed,Inst54,11,77.15,0.858
Proposed,Inst54,12,73.86,0.805
Proposed,Inst54,13,82.49,0.865
Proposed,Inst54,14,84.36,0.825
Proposed,Inst54,15,91.08,0.835
Proposed,Inst54,16,103.6,0.858
Proposed,Inst54,17,24.58,0.858
Proposed,Inst54,18,65.81,0.824
Proposed,Inst54,19,109.3,0.865
Proposed,Inst54,20,153.3,0.824
Proposed,Inst54,21,122.6,0.852
Proposed,Inst54,22,138.6,0.841
Proposed,Inst54,23,114.6,0.828
Proposed,Inst54,24,96.31,0.819
Proposed,Inst54,25,57.64,0.83
Proposed,Inst54,26,139.5,0.846
Proposed,Inst54,27,126.2,0.83
Proposed,Inst54,28,103.6,0.827
Proposed,Inst54,29,24.92,0.801
Proposed,Inst54,30,98.37,0.83
Proposed,Inst55,1,128.3,0.814
Proposed,Inst55,2,201.1,0.818
Proposed,Inst55,3,101,0.835
Proposed,Inst55,4,66.52,0.837
Proposed,Inst55,5,93.08,0.828
Proposed,Inst55,6,103.8,0.833
Proposed,Inst55,7,134.8,0.819
Proposed,Inst55,8,139.1,0.85
Proposed,Inst55,9,58.34,0.815
Proposed,Inst55,10,82.53,0.847
Proposed,Inst55,11,115.5,0.798
Proposed,Inst55,12,101.3,0.856
Proposed,Inst55,13,79.62,0.841
Proposed,Inst55,14,147.7,0.837
Proposed,Inst55,15,149,0.823
Proposed,Inst55,16,112.8,0.854
Proposed,Inst55,17,78.32,0.844
Proposed,Inst55,18,114.7,0.859
Proposed,Inst55,19,92.59,0.861
Proposed,Inst55,20,62.01,0.837
Proposed,Inst55,21,136.7,0.832
Proposed,Inst55,22,133.7,0.839
Proposed,Inst55,23,156,0.781
Proposed,Inst55,24,93.19,0.806
Proposed,Inst55,25,82.42,0.818
Proposed,Inst55,26,111.6,0.834
Proposed,Inst55,27,125.4,0.809
Proposed,Inst55,28,98.33,0.845
Proposed,Inst55,29,56.68,0.84
Proposed,Inst55,30,99.9,0.828
Proposed,Inst56,1,75.51,0.803
Proposed,Inst56,2,98.37,0.823
Proposed,Inst56,3,122,0.814
Proposed,Inst56,4,93.27,0.816
Proposed,Inst56,5,128.6,0.803
Proposed,Inst56,6,92.29,0.817
Proposed,Inst56,7,79.23,0.796
Proposed,Inst56,8,152,0.847
Proposed,Inst56,9,141.4,0.798
Proposed,Inst56,10,89.18,0.792
Proposed,Inst56,11,134.1,0.772
Proposed,Inst56,12,91.92,0.815
Proposed,Inst56,13,118.1,0.815
Proposed,Inst56,14,109.4,0.801
Proposed,Inst56,15,155.2,0.808
Proposed,Inst56,16,117.5,0.814
Proposed,Inst56,17,104.3,0.804
Proposed,Inst56,18,72.68,0.798
Proposed,Inst56,19,168.8,0.781
Proposed,Inst56,20,48.63,0.818
Proposed,Inst56,21,89.54,0.827
Proposed,Inst56,22,122,0.829
Proposed,Inst56,23,78.58,0.784
Proposed,Inst56,24,157.3,0.81
Proposed,Inst56,25,151.9,0.826
Proposed,Inst56,26,141.8,0.785
Proposed,Inst56,27,128.7,0.838
Proposed,Inst56,28,73.5,0.833
Proposed,Inst56,29,69.09,0.783
Proposed,Inst56,30,86.76,0.834
Proposed,Inst57,1,77.87,0.841
Proposed,Inst57,2,58.85,0.793
Proposed,Inst57,3,69.93,0.86
Proposed,Inst57,4,91.92,0.85
Proposed,Inst57,5,91.13,0.842
Proposed,Inst57,6,129.5,0.853
Proposed,Inst57,7,122.5,0.86
Proposed,Inst57,8,35.81,0.825
Proposed,Inst57,9,23.72,0.839
Proposed,Inst57,10,49.11,0.835
Proposed,Inst57,11,66.26,0.881
Proposed,Inst57,12,55.15,0.847
Proposed,Inst57,13,22.77,0.88
Proposed,Inst57,14,88.32,0.831
Proposed,Inst57,15,24.44,0.86
Proposed,Inst57,16,126.4,0.848
Proposed,Inst57,17,123.8,0.858
Proposed,Inst57,18,18.62,0.829
Proposed,Inst57,19,139.8,0.84
Proposed,Inst57,20,91.7,0.868
Proposed,Inst57,21,137.3,0.861
Proposed,Inst57,22,157.8,0.847
Proposed,Inst57,23,104.5,0.863
Proposed,Inst57,24,79.28,0.861
Proposed,Inst57,25,112.3,0.848
Proposed,Inst57,26,148,0.85
Proposed,Inst57,27,63.77,0.849
Proposed,Inst57,28,99.12,0.867
Proposed,Inst57,29,110.5,0.841
Proposed,Inst57,30,70.74,0.863
Proposed,Inst58,1,105.3,0.827
Proposed,Inst58,2,126.5,0.853
Proposed,Inst58,3,103.8,0.837
Proposed,Inst58,4,118.3,0.905
Proposed,Inst58,5,145.7,0.832
Proposed,Inst58,6,98.49,0.874
Proposed,Inst58,7,132,0.819
Proposed,Inst58,8,133.4,0.835
Proposed,Inst58,9,139.8,0.842
Proposed,Inst58,10,123.1,0.901
Proposed,Inst58,11,135.9,0.86
Proposed,Inst58,12,104.9,0.858
Proposed,Inst58,13,126.7,0.863
Proposed,Inst58,14,112.9,0.851
Proposed,Inst58,15,175.2,0.875
Proposed,Inst58,16,155.9,0.875
Proposed,Inst58,17,165.9,0.872
Proposed,Inst58,18,123.3,0.846
Proposed,Inst58,19,105.3,0.874
Proposed,Inst58,20,128.3,0.867
Proposed,Inst58,21,79.79,0.842
Proposed,Inst58,22,134.2,0.854
Proposed,Inst58,23,139.7,0.893
Proposed,Inst58,24,124.3,0.856
Proposed,Inst58,25,146.5,0.842
Proposed,Inst58,26,64.85,0.845
Proposed,Inst58,27,136.2,0.858
Proposed,Inst58,28,54.91,0.851
Proposed,Inst58,29,174.4,0.811
Proposed,Inst58,30,124.7,0.848
Proposed,Inst59,1,91.31,0.868
Proposed,Inst59,2,150.8,0.886
Proposed,Inst59,3,100.3,0.875
Proposed,Inst59,4,92.81,0.886
Proposed,Inst59,5,71.12,0.869
Proposed,Inst59,6,111.6,0.907
Proposed,Inst59,7,59.61,0.905
Proposed,Inst59,8,113.2,0.893
Proposed,Inst59,9,89.36,0.875
Proposed,Inst59,10,113.6,0.879
Proposed,Inst59,11,110.6,0.867
Proposed,Inst59,12,77.54,0.929
Proposed,Inst59,13,93.76,0.83
Proposed,Inst59,14,101,0.923
Proposed,Inst59,15,98.05,0.904
Proposed,Inst59,16,93.46,0.925
Proposed,Inst59,17,83.35,0.895
Proposed,Inst59,18,106.6,0.868
Proposed,Inst59,19,102.7,0.912
Proposed,Inst59,20,128.6,0.867
Proposed,Inst59,21,54.79,0.87
Proposed,Inst59,22,58.08,0.919
Proposed,Inst59,23,119.1,0.888
Proposed,Inst59,24,65.16,0.901
Proposed,Inst59,25,94.18,0.9
Proposed,Inst59,26,37.61,0.872
Proposed,Inst59,27,54.96,0.906
Proposed,Inst59,28,70.02,0.887
Proposed,Inst59,29,79.34,0.869
Proposed,Inst59,30,75.22,0.878
Proposed,Inst60,1,161.2,0.84
Proposed,Inst60,2,17.51,0.83
Proposed,Inst60,3,140.1,0.884
Proposed,Inst60,4,61.18,0.816
Proposed,Inst60,5,102.3,0.856
Proposed,Inst60,6,96.72,0.817
Proposed,Inst60,7,82.05,0.827
Proposed,Inst60,8,81.81,0.871
Proposed,Inst60,9,112,0.878
Proposed,Inst60,10,122.8,0.849
Proposed,Inst60,11,64.21,0.853
Proposed,Inst60,12,37.24,0.855
Proposed,Inst60,13,95.18,0.783
Proposed,Inst60,14,75.78,0.854
Proposed,Inst60,15,133.2,0.866
Proposed,Inst60,16,58.78,0.856
Proposed,Inst60,17,111.8,0.85
Proposed,Inst60,18,64.06,0.849
Proposed,Inst60,19,92.24,0.879
Proposed,Inst60,20,109.8,0.831
Proposed,Inst60,21,83.05,0.862
Proposed,Inst60,22,98.44,0.825
Proposed,Inst60,23,151,0.836
Proposed,Inst60,24,131,0.851
Proposed,Inst60,25,100,0.825
Proposed,Inst60,26,78.25,0.811
Proposed,Inst60,27,97.2,0.863
Proposed,Inst60,28,53.6,0.85
Proposed,Inst60,29,50.83,0.855
Proposed,Inst60,30,115,0.877
Proposed,Inst61,1,119.1,0.909
Proposed,Inst61,2,125.3,0.89
Proposed,Inst61,3,106.7,0.906
Proposed,Inst61,4,107.4,0.9
Proposed,Inst61,5,61.75,0.876
Proposed,Inst61,6,108,0.886
Proposed,Inst61,7,91.17,0.889
Proposed,Inst61,8,120.2,0.895
Proposed,Inst61,9,59.38,0.91
Proposed,Inst61,10,78.99,0.895
Proposed,Inst61,11,57.39,0.895
Proposed,Inst61,12,35.08,0.885
Proposed,Inst61,13,63.31,0.909
Proposed,Inst61,14,34.95,0.893
Proposed,Inst61,15,107.4,0.902
Proposed,Inst61,16,70.34,0.869
Proposed,Inst61,17,104.3,0.89
Proposed,Inst61,18,43.52,0.877
Proposed,Inst61,19,128.9,0.932
Proposed,Inst61,20,152.1,0.875
Proposed,Inst61,21,140.8,0.871
Proposed,Inst61,22,75.47,0.905
Proposed,Inst61,23,89.72,0.857
Proposed,Inst61,24,37.61,0.909
Proposed,Inst61,25,87.16,0.895
Proposed,Inst61,26,114.6,0.845
Proposed,Inst61,27,70.62,0.872
Proposed,Inst61,28,106.8,0.887
Proposed,Inst61,29,83.65,0.894
Proposed,Inst61,30,91.99,0.887
Proposed,Inst62,1,89.45,0.817
Proposed,Inst62,2,121.6,0.858
Proposed,Inst62,3,142.4,0.864
Proposed,Inst62,4,89.98,0.897
Proposed,Inst62,5,122.6,0.817
Proposed,Inst62,6,92.54,0.847
Proposed,Inst62,7,131,0.875
Proposed,Inst62,8,92.52,0.859
Proposed,Inst62,9,92.84,0.845
Proposed,Inst62,10,119.6,0.879
Proposed,Inst62,11,90.71,0.883
Proposed,Inst62,12,62.48,0.884
Proposed,Inst62,13,84.82,0.86
Proposed,Inst62,14,104.3,0.859
Proposed,Inst62,15,83.59,0.83
Proposed,Inst62,16,134.9,0.848
Proposed,Inst62,17,71.22,0.854
Proposed,Inst62,18,111.4,0.829
Proposed,Inst62,19,106.3,0.838
Proposed,Inst62,20,151.1,0.857
Proposed,Inst62,21,87.19,0.856
Proposed,Inst62,22,129.8,0.833
Proposed,Inst62,23,129.9,0.83
Proposed,Inst62,24,50.74,0.849
Proposed,Inst62,25,130.9,0.796
Proposed,Inst62,26,106.9,0.863
Proposed,Inst62,27,130.4,0.868
Proposed,Inst62,28,120.5,0.834
Proposed,Inst62,29,112.8,0.869
Proposed,Inst62,30,105.6,0.862
Proposed,Inst63,1,116.6,0.875
Proposed,Inst63,2,104.1,0.873
Proposed,Inst63,3,128.4,0.892
Proposed,Inst63,4,164.4,0.858
Proposed,Inst63,5,100,0.956
Proposed,Inst63,6,162,0.893
Proposed,Inst63,7,144.1,0.881
Proposed,Inst63,8,187.2,0.904
Proposed,Inst63,9,110,0.883
Proposed,Inst63,10,116.9,0.891
Proposed,Inst63,11,115.8,0.904
Proposed,Inst63,12,126,0.905
Proposed,Inst63,13,95.66,0.939
Proposed,Inst63,14,133.6,0.887
Proposed,Inst63,15,112.3,0.906
Proposed,Inst63,16,122.3,0.882
Proposed,Inst63,17,179.2,0.911
Proposed,Inst63,18,137.5,0.882
Proposed,Inst63,19,123,0.891
Proposed,Inst63,20,134.9,0.885
Proposed,Inst63,21,151.5,0.891
Proposed,Inst63,22,120,0.933
Proposed,Inst63,23,147.6,0.921
Proposed,Inst63,24,143.1,0.911
Proposed,Inst63,25,136.3,0.913
Proposed,Inst63,26,144.1,0.906
Proposed,Inst63,27,121.8,0.886
Proposed,Inst63,28,196.1,0.928
Proposed,Inst63,29,145.3,0.92
Proposed,Inst63,30,130.8,0.912
Proposed,Inst64,1,135.2,0.859
Proposed,Inst64,2,170.7,0.848
Proposed,Inst64,3,75.4,0.882
Proposed,Inst64,4,132.7,0.863
Proposed,Inst64,5,82.3,0.884
Proposed,Inst64,6,150.9,0.863
Proposed,Inst64,7,71.68,0.841
Proposed,Inst64,8,129.8,0.881
Proposed,Inst64,9,86.57,0.856
Proposed,Inst64,10,111.7,0.853
Proposed,Inst64,11,89.87,0.827
Proposed,Inst64,12,103.7,0.87
Proposed,Inst64,13,78.71,0.874
Proposed,Inst64,14,41.51,0.877
Proposed,Inst64,15,56.42,0.887
Proposed,Inst64,16,73.59,0.837
Proposed,Inst64,17,146.7,0.829
Proposed,Inst64,18,47.06,0.849
Proposed,Inst64,19,67.82,0.832
Proposed,Inst64,20,97.26,0.837
Proposed,Inst64,21,73.4,0.84
Proposed,Inst64,22,80.71,0.837
Proposed,Inst64,23,90.72,0.882
Proposed,Inst64,24,124.5,0.889
Proposed,Inst64,25,101.6,0.866
Proposed,Inst64,26,128.4,0.887
Proposed,Inst64,27,128,0.835
Proposed,Inst64,28,111.2,0.84
Proposed,Inst64,29,81.83,0.839
Proposed,Inst64,30,93.78,0.852
Proposed,Inst65,1,111.5,0.917
Proposed,Inst65,2,73.13,0.918
Proposed,Inst65,3,136.3,0.896
Proposed,Inst65,4,107.1,0.906
Proposed,Inst65,5,95.98,0.873
Proposed,Inst65,6,98.41,0.86
Proposed,Inst65,7,112,0.918
Proposed,Inst65,8,132.6,0.87
Proposed,Inst65,9,108.2,0.892
Proposed,Inst65,10,63.58,0.893
Proposed,Inst65,11,178.2,0.867
Proposed,Inst65,12,143.2,0.891
Proposed,Inst65,13,114.2,0.927
Proposed,Inst65,14,114,0.928
Proposed,Inst65,15,168.3,0.881
Proposed,Inst65,16,136.9,0.895
Proposed,Inst65,17,111.9,0.896
Proposed,Inst65,18,86.78,0.895
Proposed,Inst65,19,87.23,0.934
Proposed,Inst65,20,58.17,0.913
Proposed,Inst65,21,133,0.911
Proposed,Inst65,22,110.4,0.905
Proposed,Inst65,23,150.7,0.895
Proposed,Inst65,24,135,0.917
Proposed,Inst65,25,97.4,0.897
Proposed,Inst65,26,99.76,0.935
Proposed,Inst65,27,163.7,0.912
Proposed,Inst65,28,136.3,0.915
Proposed,Inst65,29,176.4,0.872
Proposed,Inst65,30,136.2,0.931
Proposed,Inst66,1,91.62,0.911
Proposed,Inst66,2,95.44,0.925
Proposed,Inst66,3,140,0.884
Proposed,Inst66,4,113.7,0.899
Proposed,Inst66,5,146.2,0.898
Proposed,Inst66,6,159.1,0.935
Proposed,Inst66,7,115.5,0.882
Proposed,Inst66,8,220.3,0.908
Proposed,Inst66,9,133,0.896
Proposed,Inst66,10,147,0.929
Proposed,Inst66,11,132,0.89
Proposed,Inst66,12,151,0.928
Proposed,Inst66,13,156,0.883
Proposed,Inst66,14,156.4,0.913
Proposed,Inst66,15,124.1,0.946
Proposed,Inst66,16,115.4,0.895
Proposed,Inst66,17,103.7,0.899
Proposed,Inst66,18,155.8,0.911
Proposed,Inst66,19,135.4,0.881
Proposed,Inst66,20,138.8,0.905
Proposed,Inst66,21,134.7,0.893
Proposed,Inst66,22,76.94,0.923
Proposed,Inst66,23,136.4,0.917
Proposed,Inst66,24,134.9,0.91
Proposed,Inst66,25,152.9,0.893
Proposed,Inst66,26,176.3,0.888
Proposed,Inst66,27,144,0.898
Proposed,Inst66,28,148.6,0.894
Proposed,Inst66,29,64.72,0.898
Proposed,Inst66,30,129.1,0.907
Proposed,Inst67,1,148.6,0.808
Proposed,Inst67,2,97.96,0.813
Proposed,Inst67,3,110.6,0.817
Proposed,Inst67,4,101.3,0.782
Proposed,Inst67,5,103.9,0.834
Proposed,Inst67,6,119,0.812
Proposed,Inst67,7,127.3,0.815
Proposed,Inst67,8,93.27,0.814
Proposed,Inst67,9,91.28,0.798
Proposed,Inst67,10,112.8,0.845
Proposed,Inst67,11,165.9,0.785
Proposed,Inst67,12,147.6,0.795
Proposed,Inst67,13,66.07,0.819
Proposed,Inst67,14,86.28,0.833
Proposed,Inst67,15,153.9,0.786
Proposed,Inst67,16,88.58,0.805
Proposed,Inst67,17,64.67,0.82
Proposed,Inst67,18,29.38,0.801
Proposed,Inst67,19,162,0.836
Proposed,Inst67,20,79.91,0.809
Proposed,Inst67,21,140,0.815
Proposed,Inst67,22,68.75,0.795
Proposed,Inst67,23,132,0.839
Proposed,Inst67,24,95.4,0.84
Proposed,Inst67,25,109.2,0.844
Proposed,Inst67,26,72.57,0.834
